source_row_id,original_material_label,candidate_series,analysis_pollutant_label,analysis_adsorption_type,adsorption_type_mapping_status,pollutant_label_mapping_status,ordered_source_series,analysis_endpoint_candidate
2840,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2841,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2842,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2843,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2844,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2845,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2846,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2847,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2902,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2903,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2904,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2905,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2906,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2907,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2908,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2909,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2910,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2911,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2912,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2913,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2914,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2915,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2916,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2917,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2918,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2919,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2920,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2921,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2922,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2923,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2924,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2925,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2926,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2927,NaOH-activated SCW biochars,kinetics_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2928,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,kinetics,Q_t
2959,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2960,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2961,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2962,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2963,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2964,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2965,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2966,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2967,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2968,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2969,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2970,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2971,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2972,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
2973,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3004,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3005,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3006,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3007,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3008,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3009,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3010,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3011,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3012,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3013,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3014,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3015,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3016,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3017,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3018,NaOH-activated SCW biochars,isotherm_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,isotherm,Q_e
3043,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3044,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3045,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3046,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3047,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3048,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3049,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3050,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3051,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3052,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3053,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3054,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3079,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3080,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3081,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3082,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3083,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3084,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3085,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3086,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3087,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3088,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3089,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3090,NaOH-activated SCW biochars,pH_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,pH,Q_e
3127,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3128,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3129,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3130,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3131,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3132,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3133,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3134,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3135,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3136,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3137,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3138,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3139,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3140,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3141,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3142,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3143,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3144,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3181,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3182,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3183,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3184,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3185,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3186,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3187,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3188,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3189,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3190,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3191,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3192,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3193,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3194,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3195,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3196,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3197,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3198,NaOH-activated SCW biochars,ionic_strength_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,ionic_strength,Q_e
3217,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3218,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3219,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3220,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3221,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3222,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3223,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3224,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3225,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3244,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3245,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3246,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3247,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3248,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3249,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3250,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3251,NaOH-activated SCW biochars,kinetics_pattern; isotherm_pattern; pH_pattern; ionic_strength_pattern; temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
3252,NaOH-activated SCW biochars,temperature_pattern,IBU,Competitive,analysis_copy_recode_from_raw_Single,canonical_or_source_label_retained,temperature,Q_e
